# Spherical harmonic expansion of the N2 tidal magnetic signal
# Estimated on 29-Jan-2019 21:58:56                                           
# If used, please refer to the Grayver and Olsen, GRL, 2019
# Phase given with respect to the Greenwich meridian                          
# First data line: N_max T (in hours)                                         
# Subsequent data lines: degree n   order m   a_n^m/b_n^m   c_n^m/d_n^m       
# where m >= 0 correspond to the cosine time dependent terms a_n^m resp c_n^m,
# and m < 0 correspond to the sine time dependent terms b_n^m resp d_n^m.     
   12  12.6583                                                                
   12     7     0.003811    -0.000650
   12    -7    -0.000141     0.002489
   12     8     0.002321     0.001913
   12    -8    -0.001466     0.000333
   12     9     0.000436     0.002280
   12    -9     0.002111     0.001005
   12    10     0.004387     0.000138
   12   -10     0.000886    -0.000562
   12    11    -0.000069    -0.001529
   12   -11     0.000752     0.000829
   12    12    -0.001463     0.003250
   12   -12    -0.002782    -0.001360
