   1   0 -6.616366073e-05 0.009389009402
   1   1 5.671633365e-05 -0.00906705882
   1  -1 9.300502911e-06 0.01031941528
   2   0 0.01106183616 0.001157693212
   2   1 -0.007887848391 0.01726680541
   2  -1 0.009311171767 0.008247979915
   2   2 -0.00897006891 0.00185676827
   2  -2 -0.003045465396 -0.01461689342
   3   0 -0.002987950128 -0.001897826821
   3   1 -0.01556678306 -0.01006888827
   3  -1 -0.02297288299 0.01686037934
   3   2 0.000959320606 0.0003138257454
   3  -2 0.01622171828 -0.001818963356
   3   3 0.002721502549 0.009213943005
   3  -3 0.005632588608 -0.001375957326
   4   0 -0.01503867414 -0.006760369933
   4   1 0.01876702269 -0.0001204659074
   4  -1 0.01527443111 -0.01451063076
   4   2 0.002145914605 0.006086464741
   4  -2 0.008353799958 -0.01068528206
   4   3 0.0027269165 -0.01868650004
   4  -3 0.006960365953 0.01543596834
   4   4 0.01418343129 0.004131582843
   4  -4 0.01121700863 0.004001263316
   5   0 -0.009509303099 -0.006388520129
   5   1 -0.0003912218326 0.004360717474
   5  -1 -0.001854145772 -0.01030612449
   5   2 -0.007160681884 0.0002135323031
   5  -2 -0.003735919032 0.01734438198
   5   3 0.0007057744178 -0.001229243771
   5  -3 -0.01103435642 -0.002759419448
   5   4 -0.002133904837 0.009407411048
   5  -4 0.008259292027 -0.008073004435
   5   5 0.008834080358 -0.001804175779
   5  -5 0.00496086081 0.001385127053
   6   0 0.006223162173 0.003163085296
   6   1 0.0114832695 -0.0005412239736
   6  -1 0.002014434523 0.009995686466
   6   2 0.003149893051 0.004231618455
   6  -2 0.005828196283 0.001870851293
   6   3 -0.0003033323322 0.00669387561
   6  -3 -0.00125610712 -0.0005541656658
   6   4 -0.00367178462 0.004696740566
   6  -4 0.004368007465 -0.00174856303
   6   5 -0.0005931706925 -0.0004433376932
   6  -5 0.000143959512 -0.002323146781
   6   6 0.001309774314 0.0002964120735
   6  -6 0.001537975503 0.005489922706
   7   0 -0.002058969769 0.0001365861212
   7   1 0.001323781365 0.008094812645
   7  -1 0.006482661147 0.001558251177
   7   2 -0.01309858115 0.001111315856
   7  -2 -0.001715187665 0.0009498989848
   7   3 0.00302984889 0.006272437161
   7  -3 0.004682813682 -0.009116993022
   7   4 0.002008623605 -0.004394427666
   7  -4 0.0005066503253 -0.004207099447
   7   5 0.0009160314404 0.0005029122915
   7  -5 -0.001717514175 0.004005215743
   7   6 -0.001143596074 0.002057510862
   7  -6 0.001898463674 0.004457233679
   7   7 0.0005233896726 -0.001157150796
   7  -7 -0.003014206198 -0.004016789275
   8   0 0.001124599617 0.003990040957
   8   1 -0.006118414614 -0.007511549274
   8  -1 -0.008300840708 0.00353167052
   8   2 -0.004174180055 0.0035942996
   8  -2 0.008144087459 0.001337501837
   8   3 0.00603436917 -0.005257750538
   8  -3 0.005014641778 -0.004665138241
   8   4 3.151401404e-05 0.0004530248486
   8  -4 -0.0005096396074 0.004612691298
   8   5 5.602009666e-05 0.001572667317
   8  -5 -0.0005124861612 0.001255073613
   8   6 -0.006062286723 0.0001421603185
   8  -6 0.003886465834 -0.001282138673
   8   7 -0.001025697279 0.001107247096
   8  -7 -0.002937856759 0.004398962321
   8   8 -0.005390731947 0.004759784684
   8  -8 0.0009330433304 -0.001548356342
   9   0 0.004353871895 0.003601938336
   9   1 -9.199544135e-05 0.008103035464
   9  -1 0.01219551871 -0.005529185446
   9   2 -0.006648940871 0.002791546854
   9  -2 -0.0005088634829 -0.004750988221
   9   3 -0.0006482697188 0.005066025815
   9  -3 -0.002536743466 -0.001918352261
   9   4 0.0009272718085 0.002419125493
   9  -4 0.004291722563 -0.004114643317
   9   5 0.002205889398 -0.001621214149
   9  -5 -0.002457409135 -0.001978824285
   9   6 0.001842091612 -0.00220412455
   9  -6 0.0007555080786 0.0008998672449
   9   7 -0.004512032728 0.002379346117
   9  -7 0.00159210079 0.001027361829
   9   8 0.0001150133054 0.0006732114416
   9  -8 -0.002006860888 -0.002071532445
   9   9 -0.002648239192 0.002541779184
   9  -9 0.0001330356934 5.501170555e-05
  10   0 -0.003962485441 0.003499201492
  10   1 -0.008698559228 -0.0002464314493
  10  -1 -0.001106844013 -0.003128944516
  10   2 -0.001619718937 0.006501247086
  10  -2 0.003077932581 0.002749135834
  10   3 0.005500350175 0.003085648453
  10  -3 0.0005684901921 0.002020555131
  10   4 0.006257688433 -0.003615786192
  10  -4 -0.001339666266 0.001086299325
  10   5 -0.0003604061037 -0.001339462382
  10  -5 -0.001877566843 0.004749426121
  10   6 -0.0002471288974 0.0007271411562
  10  -6 -0.0003319791039 -0.000852797501
  10   7 -0.001795968076 -0.0003543719959
  10  -7 -0.0008395074388 -0.004525520584
  10   8 -0.003837353562 -0.002783551443
  10  -8 0.0014088846 0.0008167428662
  10   9 -0.0006740950623 0.002030694752
  10  -9 -0.001244332367 0.0005176681053
  10  10 -0.001874808979 0.001397427283
  10 -10 -0.003600050384 0.00183610202
  11   0 0.001641846635 0.003196485579
  11   1 0.001239214459 0.002258656388
  11  -1 0.00316929505 -0.001910574277
  11   2 -0.00167136903 -0.0004502625402
  11  -2 0.0008431709843 -0.003827936676
  11   3 0.002691455565 -0.001688396072
  11  -3 -0.0007465154808 0.0005513314164
  11   4 -0.001923485774 -0.002542652922
  11  -4 -0.0004193053161 -0.0008368235357
  11   5 -0.0006491039742 0.002403892645
  11  -5 4.136970089e-05 -0.002189021378
  11   6 -0.0003719551546 -6.328744729e-05
  11  -6 -0.001666962095 -0.001623756546
  11   7 0.001662283927 -0.00171194959
  11  -7 0.0008806140177 -7.221408981e-05
  11   8 0.0009273071867 -0.0002034366932
  11  -8 0.0007072741318 -0.0003342879918
  11   9 -0.002034882074 -0.002436220674
  11  -9 -0.001156810717 -0.001222915419
  11  10 0.001305799376 0.001498160964
  11 -10 0.0007944318829 -0.0001799346175
  11  11 -0.003018470033 -0.0009792095104
  11 -11 0.00134602955 0.001410513373
  12   0 0.001058390064 0.001121927465
  12   1 -0.005306848003 0.0002400112171
  12  -1 0.0001082311267 -0.002236624122
  12   2 -0.0007548180774 0.001508568589
  12  -2 0.004926487478 -0.0002464246118
  12   3 0.004311216553 0.003428057217
  12  -3 0.0009228737847 -0.0007933648749
  12   4 0.001076663358 0.0005322230712
  12  -4 -0.00327562405 -0.001523471156
  12   5 -0.001955349698 0.00185412281
  12  -5 6.862786925e-05 -0.002723255295
  12   6 -0.0005904925129 0.001508553102
  12  -6 -0.0003599250591 0.002535314351
  12   7 0.0004572983893 0.001474657583
