   1   0 -0.0001724689971 -0.007241069141
   1   1 8.226075368e-06 -0.0001735692412
   1  -1 2.912082977e-05 -0.001710308516
   2   0 -0.009169924637 -0.007720777915
   2   1 0.01553597594 0.01506863598
   2  -1 0.01068171034 -0.006950235
   2   2 0.0001957400496 -0.004553711779
   2  -2 0.003300168007 0.008114852736
   3   0 -0.004772164386 -0.004316350852
   3   1 -0.005908485901 -0.002273932875
   3  -1 -0.007611462908 -0.005991689259
   3   2 0.002052493803 -0.001451328892
   3  -2 0.005287524603 0.00372786767
   3   3 0.000758231435 -0.002136510464
   3  -3 0.003144735106 0.003830335305
   4   0 -9.611551105e-05 -0.003448504574
   4   1 0.002980166615 0.01155638052
   4  -1 0.007584674144 0.001803697458
   4   2 -0.004503329069 0.002881209493
   4  -2 -0.0003486929745 0.01345804846
   4   3 0.001175246208 0.001412212188
   4  -3 0.003888822589 0.004651382348
   4   4 0.001182468872 0.00214224666
   4  -4 -0.002470052864 -0.00208562062
   5   0 -0.005299036393 -0.003968567628
   5   1 0.0007732264604 0.002456129143
   5  -1 0.008323802605 -0.004416441717
   5   2 0.003720647082 -0.009747099808
   5  -2 0.003322415276 0.004095968399
   5   3 0.007454122179 0.0001686031615
   5  -3 -0.001255831989 0.00161817469
   5   4 0.004507161267 0.002359016912
   5  -4 0.002996315748 -0.004905118337
   5   5 -0.005123817338 -0.005189751888
   5  -5 0.004492940724 0.002829672797
   6   0 -7.252192515e-06 0.0004856733251
   6   1 0.001433702668 0.003405487184
   6  -1 -0.002706985505 0.00162842793
   6   2 0.001411026485 0.002079583834
   6  -2 -0.002360397504 0.005856744747
   6   3 0.001610044642 0.007945687691
   6  -3 0.005318167556 -0.00412569482
   6   4 -0.001135074171 0.004749496417
   6  -4 -0.0003975609468 -0.002307556671
   6   5 -0.001770112104 -0.0003776947336
   6  -5 -6.397292493e-05 0.002002657322
   6   6 -0.001826626298 -0.00292217537
   6  -6 -0.0013872012 0.003990022214
   7   0 0.001309159543 -0.001082938662
   7   1 -0.0009894940302 0.004510523438
   7  -1 0.007325725633 -0.001208927498
   7   2 0.002973664628 -0.003804558715
   7  -2 -7.86235266e-05 0.004649310528
   7   3 -0.001551181327 -0.001533451169
   7  -3 -0.001424348584 0.002819762567
   7   4 0.003171597755 -0.003310222342
   7  -4 0.001497117444 -0.001329009437
   7   5 0.002681706935 0.003675654937
   7  -5 0.00285338968 -0.001990731868
   7   6 -0.004156381701 0.003251937111
   7  -6 0.0005945155961 0.001809608055
   7   7 -0.0011871483 -0.001762566488
   7  -7 -0.0008119839339 -0.005689448981
   8   0 0.002436695237 0.001356501215
   8   1 -0.002146473179 0.0005618787825
   8  -1 -0.0008470678628 0.001647964414
   8   2 0.000863065947 -0.001006003059
   8  -2 -0.001544208924 0.002496642997
   8   3 -0.0009350689653 -0.0008594361046
   8  -3 0.002122022644 0.002140023168
   8   4 -0.001431578219 0.002593729618
   8  -4 -0.0007822892093 -0.002227745669
   8   5 0.001060515061 0.002044556476
   8  -5 0.001261788941 -0.001852106535
   8   6 -0.00246617294 0.001057977166
   8  -6 -0.002967552771 -0.002036042076
   8   7 -0.003377162992 0.0004017980979
   8  -7 0.0001242415009 -0.002517461153
   8   8 0.0001983339757 -0.004957906494
   8  -8 0.001339468965 0.002329254609
   9   0 0.002280420603 0.0006439212833
   9   1 0.001667316757 0.005366237907
   9  -1 0.001628305736 6.182455214e-05
   9   2 0.00212069005 -0.0002024115734
   9  -2 -3.227415617e-05 0.001663307647
   9   3 0.0004940681722 0.002535942159
   9  -3 -0.002108802707 -0.001801954038
   9   4 8.458981843e-05 0.002073390435
   9  -4 0.00149432657 -0.0002454331091
   9   5 -0.0002781745038 -0.001354008754
   9  -5 8.127522276e-05 0.000947748333
   9   6 0.001074632074 -0.0007562415448
   9  -6 0.0009298659824 0.001017106806
   9   7 -6.917780134e-05 -0.001210360941
   9  -7 -0.002117783737 0.0007104150186
   9   8 -0.0003913506968 -0.001936572012
   9  -8 -0.0004189767854 -0.003671634748
   9   9 -0.001718884723 0.0005059603003
   9  -9 0.003221412429 -0.001227869549
  10   0 0.0003720354842 0.003572969126
  10   1 -0.003689866985 -0.0007420574858
  10  -1 0.0006483182841 0.0003209353344
  10   2 0.0008815870343 -0.0002088577511
  10  -2 -0.001931943811 0.001120964947
  10   3 0.001205338284 0.001515296162
  10  -3 0.003003374191 -0.002832771398
  10   4 -0.0001393364179 -0.0007972801417
  10  -4 -0.0009451527671 0.001287658119
  10   5 -0.00223060489 0.0007077954403
  10  -5 -0.0005310054969 0.0009509101402
  10   6 0.0001909275284 0.000767674367
  10  -6 0.0002835168324 0.0008919922602
  10   7 -0.0001649992849 0.0002075275161
  10  -7 -0.00024546879 0.001303637418
  10   8 -0.002138856754 -0.001115673311
  10  -8 0.0008855836823 -0.001335356286
  10   9 0.0007581366538 0.0001501325274
  10  -9 -0.001037341764 0.0003211565299
  10  10 -0.0003177812787 -0.0001797786962
  10 -10 0.0007693240694 0.0008311450175
  11   0 0.003050308357 -0.0005466353268
  11   1 0.0005405670984 0.002338272604
  11  -1 -0.0004016190876 0.0008535251807
  11   2 0.0004345660072 -0.0009906441378
  11  -2 -0.001251699897 -0.0005971043444
  11   3 0.0004915022078 0.0001711366941
  11  -3 -0.0006025411759 -0.001870682579
  11   4 -0.0001838779833 -0.001533994182
  11  -4 -0.001687462002 -0.0004074771139
  11   5 -0.0001972340674 0.001085311312
  11  -5 -0.0004592933941 0.0001107577227
  11   6 0.000426267026 0.0003116116718
  11  -6 -4.025430685e-05 -0.0006577648399
  11   7 0.0008819463995 -0.0001633440603
  11  -7 -0.0005495080068 0.001226602714
  11   8 -0.0003885235706 -0.001103666452
  11  -8 0.0001371301866 -0.0004095371051
  11   9 -0.001466985141 0.0001942963415
  11  -9 -0.0007514633195 -0.000442989354
  11  10 -0.001137683787 0.001168456323
  11 -10 -0.001656140937 0.001086378339
  11  11 0.000174481589 0.0006647712066
  11 -11 -0.0008348463118 0.0007588130068
  12   0 0.001635398962 0.00284490258
  12   1 -0.002193735627 1.438488103e-05
  12  -1 -0.0004784728544 -0.001821233234
  12   2 0.0008407067201 -0.001238041882
  12  -2 -0.001975121754 0.0007906533447
  12   3 -0.0002219907867 0.001090507653
  12  -3 0.001067892884 -0.001746981789
  12   4 -0.0002175275407 0.001187835452
  12  -4 0.0002637192525 0.0003818522655
  12   5 -0.0006976344862 0.0003201776224
  12  -5 -0.0005717356511 1.328927976e-05
  12   6 -0.0003680590071 0.0003471453896
  12  -6 -0.0005523373051 -0.0005941281818
  12   7 -1.502998616e-06 0.0008518047369
  12  -7 4.941341344e-05 -0.0005680512787
  12   8 0.0002381802041 0.0003345704462
  12  -8 -0.000259104555 -2.965634605e-05
  12   9 -0.0004683810431 5.356010976e-05
  12  -9 -0.0008360057031 0.001059458834
  12  10 -0.0002503818918 -0.0003715186874
  12 -10 -0.0002552525862 0.0004253984096
  12  11 -0.0008007007185 2.718194134e-06
  12 -11 -0.000828258292 0.0006799370106
  12  12 -0.001409733433 -0.0001202429058
  12 -12 0.000695212861 -1.165632762e-05
  13   0 0.001847356139 -0.0001426028564
  13   1 -0.0005111658615 0.001426998027
  13  -1 0.0007248029305 0.0008305137018
  13   2 -0.0009734077048 -0.0003823844328
  13  -2 -0.001379055226 -0.001860704088
  13   3 0.0001224613557 0.0005595801891
  13  -3 -0.0008719753131 -0.002161297344
  13   4 0.001741127758 -0.0005720613684
  13  -4 0.0002946249912 -4.113953604e-05
  13   5 0.0003758572207 0.0009363898552
  13  -5 -8.851222445e-05 0.0003354202161
  13   6 -0.0004870864169 -0.0001570766422
  13  -6 -0.0002727506126 0.001382354277
  13   7 -0.0001508516965 0.0001263461568
  13  -7 9.738147543e-05 4.517675752e-05
  13   8 0.0009388453134 0.0001343176085
  13  -8 -0.0001979138381 0.0006673804229
  13   9 0.0005754411153 8.875757973e-05
  13  -9 0.0006144845936 0.0010221972
  13  10 0.0005137529097 -0.001324495599
  13 -10 2.817091367e-05 -0.0005843282248
  13  11 0.0001649047269 -0.0005571905555
  13 -11 0.0007333375791 -0.0004389257875
  13  12 0.0001338872563 -0.0005767286986
  13 -12 -0.0008976545744 0.0005140490585
  13  13 0.0001389426161 -0.0005365377049
  13 -13 5.597591656e-06 -0.0006166071981
  14   0 -0.0005757808188 0.001264549081
  14   1 -0.0006777209424 -0.0003388950573
  14  -1 0.001504576941 -0.0009091381511
  14   2 0.001194272853 -0.0007463535106
  14  -2 -0.0006219979539 -0.001897602056
  14   3 3.776958657e-05 -0.0005912247619
  14  -3 0.0002906890365 -0.001586094753
  14   4 -0.0002769854032 -0.0003400292678
  14  -4 0.0009379608381 0.0006133281682
  14   5 -0.001181888049 0.0001619901516
  14  -5 -0.0006599505692 0.0002644036353
  14   6 8.422628248e-05 -0.0003317420497
  14  -6 1.912504599e-05 0.0006186201158
  14   7 0.0004002424279 0.0001516800691
  14  -7 8.757373865e-05 0.0006568842998
  14   8 -0.000239889112 -0.0004463448556
  14  -8 0.0005021046355 9.611171157e-05
  14   9 5.014174653e-05 0.0001126920782
  14  -9 -9.056871175e-05 4.056135819e-06
  14  10 8.022222629e-05 -6.66304395e-05
